"timestamp","author","date","description","image","title","lang","logo","twitter","url"
"1591043128000","Sven%20Taylor","2020-09-12T13%3A46%3A36.000Z","Mozilla%20Firefox%20is%20arguably%20the%20best%20browser%20available%20that%20combines%20strong%20privacy%20protection%20features%2C%20good%20security%2C%20active%20development%2C%20and%20regular%20updates.%20In%20this%20guide%20we%20will%20explain%20the%20different%20modifications%20and%20add-ons%20to%20achieve%20maximum%20privacy%20and%20security%20with%20Firefox.","https%3A%2F%2Fcdn-resprivacy.pressidium.com%2Fwp-content%2Fuploads%2F2018%2F04%2Ffirefox-privacy-.png","Firefox%20Privacy%20-%20The%20Complete%20How-To%20Guide%20%7C%20Restore%20Privacy","en","https%3A%2F%2Fcdn-resprivacy.pressidium.com%2Fwp-content%2Fuploads%2F2020%2F02%2Fcropped-RP-icon-4-1-9-270x270.png",,"https%3A%2F%2Frestoreprivacy.com%2Ffirefox-privacy%2F"
"1591043164000","Andy%20Favell","2020-02-04T10%3A41%3A26.221Z","Discover%20the%20history%20of%20Git%2C%20based%20on%20interviews%20with%20Linus%20Torvalds%2C%20Johannes%20Schindelin%2C%20Jeff%20King%20and%20Tom%20Preston-Werner.","https%3A%2F%2Fcdn-images.welcometothejungle.com%2FlNpnTZXXUgX1gvdXRBuF06BzsB8ABxcoMEJqMICscas%2Frs%3Aauto%3A1500%3A%3A%2Fq%3A85%2FczM6Ly93dHRqLXByb2R1Y3Rpb24vdXBsb2Fkcy9hcnRpY2xlL2ltYWdlLzYxNzIvMTU4MDgwL2dpdC1oaXN0b3J5LWxpbnVzLXRvcnZhbGRzLnBuZw","The%20History%20of%20Git%3A%20The%20Road%20to%20Domination","en","https%3A%2F%2Fcdn.welcometothejungle.co%2Fwttj-front%2Fproduction%2Fassets%2Fimages%2Ffavicon.png%3Fv%3D415b7de9f053486a318bf05a723f2aed",,"https%3A%2F%2Fwww.welcometothejungle.com%2Fen%2Farticles%2Fbtc-history-git"
"1591043248000","Sarah%20Drasner","2020-06-27T17%3A10%3A54.000Z","The%20other%20day%20I%20was%20doom-scrolling%20twitter%2C%20and%20I%20saw%20a%20delightful%20article%20titled%20%E2%80%9CThe%20Case%20for%20Fussy%20Breakfasts.%E2%80%9D%20I%20love%20food%20and%20especially%20breakfast%2C","https%3A%2F%2Fcss-tricks.com%2Fwp-json%2Fsocial-image-generator%2Fv1%2Fimage%2F314496","In%20Defense%20of%20a%20Fussy%20Website","en","https%3A%2F%2Fcss-tricks.com%2Fapple-touch-icon.png","sarah_edo","https%3A%2F%2Fcss-tricks.com%2Fin-defense-of-a-fussy-website%2F"
"1591043281000","Chris%20Coyier","2019-01-22T23%3A19%3A59.000Z","Let%E2%80%99s%20say%20there%20is%20a%20divide%20happening%20in%20front-end%20development.%20I%20feel%20it%2C%20but%20it%E2%80%99s%20not%20just%20in%20my%20bones.%20Based%20on%20an%20awful%20lot%20of%20written%20developer","https%3A%2F%2Fcss-tricks.com%2Fwp-json%2Fsocial-image-generator%2Fv1%2Fimage%2F280085","The%20Great%20Divide","en","https%3A%2F%2Fcss-tricks.com%2Fapple-touch-icon.png","chriscoyier","https%3A%2F%2Fcss-tricks.com%2Fthe-great-divide%2F"
"1591043311000","Kent%20C.%20Dodds",,"Why%20you%20should%20stop%20using%20client-side%20route%20redirects%20(like%20the%20from%20prop%20on%20React%20Router%E2%80%99s%20Redirect%20component)%20and%20what%20you%20should%20do%20instead.","https%3A%2F%2Fkentcdodds.com%2Fstatic%2F5ebb244209207153a795175ed30e2f75%2F3e561%2Fbanner.jpg","Stop%20using%20client-side%20route%20redirects","en","https%3A%2F%2Fkentcdodds.com%2Fblog%2Fimages%2Flogo.png","kentcdodds","https%3A%2F%2Fkentcdodds.com%2Fblog%2Fstop-using-client-side-route-redirects"
"1591043342000","Rich%20Harris","2020-05-15T16%3A06%3A38.000Z","I%20expect%20I%E2%80%99ll%20annoy%20everyone%20with%20this%20post%3A%20the%20anti-JavaScript%20crusaders%2C%20justly%20aghast%20at%20how%20much...","https%3A%2F%2Fdev.to%2Fsocial_previews%2Farticle%2F335173.png","In%20defense%20of%20the%20modern%20web","en","https%3A%2F%2Fres.cloudinary.com%2Fpracticaldev%2Fimage%2Ffetch%2Fs--t7tVouP9--%2Fc_limit%2Cf_png%2Cfl_progressive%2Cq_80%2Cw_192%2Fhttps%3A%2F%2Fpracticaldev-herokuapp-com.freetls.fastly.net%2Fassets%2Fdevlogo-pwa-512.png","Rich_Harris","https%3A%2F%2Fdev.to%2Frichharris%2Fin-defense-of-the-modern-web-2nia"
"1591043374000","Tom%20MacWright",,"What%20if%20everyone%E2%80%99s%20wrong%3F",,"Second-guessing%20the%20modern%20web","en","https%3A%2F%2Fmacwright.org%2Fcss%2Ffavicon.png",,"https%3A%2F%2Fmacwright.org%2F2020%2F05%2F10%2Fspa-fatigue.html"
"1591043403000","Cassie%20Evans","2019-12-03T15%3A37%3A28.000Z","Let%E2%80%99s%20explore%20a%20few%20ways%20of%20moving%20an%20element%20along%20a%20path%2C%20including%20the%20upcoming%20CSS%20motion%20path%20module%20and%20the%20newly%20released%20GSAP3.","https%3A%2F%2Fi7x7p5b7.stackpathcdn.com%2Fcodrops%2Fwp-content%2Fuploads%2F2019%2F12%2FMotionPath_featured.png","Motion%20Paths%20-%20Past%2C%20Present%20and%20Future","en","https%3A%2F%2Fi7x7p5b7.stackpathcdn.com%2Fcodrops%2Fwp-content%2Fthemes%2Fcodropstheme03%2Ffavicons%2Ffavicon-196x196.png",,"https%3A%2F%2Ftympanus.net%2Fcodrops%2F2019%2F12%2F03%2Fmotion-paths-past-present-and-future%2F"
"1591043438000","Cassie%20Evans","2019-07-30T00%3A00%3A00.000Z","Creating%20my%20logo%20animation%20using%20SVG%20and%20Greensock","https%3A%2F%2Fcassie.codes%2Fimages%2Fmeta.jpg","Creating%20an%20SVG%20path%20drawing%20animation.","en","https%3A%2F%2Fwww.cassie.codes%2Fimages%2Fapple-touch-icon.png","cassiecodes","https%3A%2F%2Fwww.cassie.codes%2Fposts%2Fcreating-my-logo-animation%2F"
"1591043478000","Adam%20Wathan",,"Over%20the%20last%20several%20years%2C%20the%20way%20I%20write%20CSS%20has%20transitioned%20from%20a%20%E2%80%9Csemantic%E2%80%9D%20approach%20to%20something%20more%20like%20what%20people%20call%20%E2%80%9Cfunctional%20CSS.%E2%80%9D%20In%20this%20post%20I%20explain%20how%20I%20got%20to%20this%20point%20and%20share%20some%20of%20the%20lessons%20and%20insights%20I%E2%80%99ve%20picked%20up%20along%20the%20way.","https%3A%2F%2Ftailwindcss.com%2Fimg%2Ftailwind-square.png","CSS%20Utility%20Classes%20and%20%E2%80%9CSeparation%20of%20Concerns%E2%80%9D","en",,"adamwathan","https%3A%2F%2Fadamwathan.me%2Fcss-utility-classes-and-separation-of-concerns%2F"
"1591043503000","Monday%20Morning%20Haskell","2021-06-28T06%3A00%3A00.000Z",,,"Purescript%201%20%E2%80%94%20Monday%20Morning%20Haskell","en","https%3A%2F%2Fimages.squarespace-cdn.com%2Fcontent%2Fv1%2F584219d403596e3099e0ee9b%2F1610726458229-E3ZEIQZM3995V4Y4TL39%2Ffavicon.ico%3Fformat%3D100w",,"https%3A%2F%2Fmmhaskell.com%2Fpurescript-1"
"1591043598000","Monday%20Morning%20Haskell","2021-06-28T06%3A00%3A00.000Z",,,"Purescript%202%20%E2%80%94%20Monday%20Morning%20Haskell","en","https%3A%2F%2Fimages.squarespace-cdn.com%2Fcontent%2Fv1%2F584219d403596e3099e0ee9b%2F1610726458229-E3ZEIQZM3995V4Y4TL39%2Ffavicon.ico%3Fformat%3D100w",,"https%3A%2F%2Fmmhaskell.com%2Fpurescript-2"
"1591043617000","Monday%20Morning%20Haskell","2021-06-28T06%3A00%3A00.000Z",,,"Purescript%203%20%E2%80%94%20Monday%20Morning%20Haskell","en","https%3A%2F%2Fimages.squarespace-cdn.com%2Fcontent%2Fv1%2F584219d403596e3099e0ee9b%2F1610726458229-E3ZEIQZM3995V4Y4TL39%2Ffavicon.ico%3Fformat%3D100w",,"https%3A%2F%2Fmmhaskell.com%2Fpurescript-3"
"1591043640000","Monday%20Morning%20Haskell","2021-06-28T06%3A00%3A00.000Z",,,"Purescript%204%20%E2%80%94%20Monday%20Morning%20Haskell","en","https%3A%2F%2Fimages.squarespace-cdn.com%2Fcontent%2Fv1%2F584219d403596e3099e0ee9b%2F1610726458229-E3ZEIQZM3995V4Y4TL39%2Ffavicon.ico%3Fformat%3D100w",,"https%3A%2F%2Fmmhaskell.com%2Fpurescript-4"
"1591043656000","Alex%20Kelley","2020-05-14T23%3A07%3A46.236Z","This%20is%20the%20Index%20to%20the%20%E2%80%9CMake%20the%20Leap%20from%20JavaScript%20to%20PureScript%E2%80%9D%20tutorial%20series.%20I%E2%80%99ll%20be%20publishing%20a%20new%20tutorial%20approximately%E2%80%A6","https%3A%2F%2Fmiro.medium.com%2Fmax%2F965%2F1*mxzI01ldslXQTJNoWUul3g.jpeg","Index%E2%80%8A%E2%80%94%E2%80%8AMake%20the%20Leap%20from%20JavaScript%20to%20Purescript","en","https%3A%2F%2Fmiro.medium.com%2Fmax%2F616%2F1*OMF3fSqH8t4xBJ9-6oZDZw.png","adkelley","https%3A%2F%2Fmedium.com%2F%40kelleyalex%2Findex-make-the-leap-from-javascript-to-purescript-a1566d657e9c"
"1591043681000","Giulio%20Canti","2021-04-16T09%3A22%3A53.000Z","In%20this%20article%20the%20term%20%E2%80%9Ccombinator%E2%80%9D%20refers%20to%20the%20combinator%20pattern%20A%20style%20of%20organizing%20librar...","https%3A%2F%2Fres.cloudinary.com%2Fpracticaldev%2Fimage%2Ffetch%2Fs--yY3XvJNC--%2Fc_imagga_scale%2Cf_auto%2Cfl_progressive%2Ch_500%2Cq_auto%2Cw_1000%2Fhttps%3A%2F%2Fcl.ly%2Ff6058ff74c49%2Fdownload%2FImage%25202019-02-19%2520at%252012.12.41%2520PM.png","Functional%20design%3A%20combinators","en","https%3A%2F%2Fres.cloudinary.com%2Fpracticaldev%2Fimage%2Ffetch%2Fs--t7tVouP9--%2Fc_limit%2Cf_png%2Cfl_progressive%2Cq_80%2Cw_192%2Fhttps%3A%2F%2Fpracticaldev-herokuapp-com.freetls.fastly.net%2Fassets%2Fdevlogo-pwa-512.png",,"https%3A%2F%2Fdev.to%2Fgcanti%2Ffunctional-design-combinators-14pn"
"1591043706000","Giulio%20Canti","2020-03-09T06%3A10%3A48.000Z","In%20the%20last%20article%20I%20wrote%20a%20time%20combinator%20which%20mimics%20the%20analogous%20Unix%20command%3A%20given%20an%20actio...","https%3A%2F%2Fdev.to%2Fsocial_previews%2Farticle%2F85368.png","Functional%20design%3A%20how%20to%20make%20the%20%60time%60%20combinator%20more%20general","en","https%3A%2F%2Fres.cloudinary.com%2Fpracticaldev%2Fimage%2Ffetch%2Fs--t7tVouP9--%2Fc_limit%2Cf_png%2Cfl_progressive%2Cq_80%2Cw_192%2Fhttps%3A%2F%2Fpracticaldev-herokuapp-com.freetls.fastly.net%2Fassets%2Fdevlogo-pwa-512.png",,"https%3A%2F%2Fdev.to%2Fgcanti%2Ffunctional-design-how-to-make-the-time-combinator-more-general-3fge"
"1591043733000","Giulio%20Canti","2020-01-07T06%3A33%3A02.000Z","In%20the%20last%20article%20I%20wrote%20a%20time%20combinator%20which%20mimics%20the%20analogous%20Unix%20command%3A%20given%20an%20actio...","https%3A%2F%2Fdev.to%2Fsocial_previews%2Farticle%2F85519.png","Functional%20design%3A%20tagless%20final","en","https%3A%2F%2Fres.cloudinary.com%2Fpracticaldev%2Fimage%2Ffetch%2Fs--t7tVouP9--%2Fc_limit%2Cf_png%2Cfl_progressive%2Cq_80%2Cw_192%2Fhttps%3A%2F%2Fpracticaldev-herokuapp-com.freetls.fastly.net%2Fassets%2Fdevlogo-pwa-512.png",,"https%3A%2F%2Fdev.to%2Fgcanti%2Ffunctional-design-tagless-final-332k"
"1591043749000","Giulio%20Canti","2019-07-02T13%3A25%3A55.000Z","Sometimes%20you%20need%20guarantees%20about%20the%20values%20in%20your%20program%20beyond%20what%20can%20be%20accomplished%20with%20t...","https%3A%2F%2Fdev.to%2Fsocial_previews%2Farticle%2F90965.png","Functional%20design%3A%20smart%20constructors","en","https%3A%2F%2Fres.cloudinary.com%2Fpracticaldev%2Fimage%2Ffetch%2Fs--t7tVouP9--%2Fc_limit%2Cf_png%2Cfl_progressive%2Cq_80%2Cw_192%2Fhttps%3A%2F%2Fpracticaldev-herokuapp-com.freetls.fastly.net%2Fassets%2Fdevlogo-pwa-512.png",,"https%3A%2F%2Fdev.to%2Fgcanti%2Ffunctional-design-smart-constructors-14nb"
"1591043762000","Giulio%20Canti","2019-04-09T07%3A30%3A24.000Z","Type%20driven%20development%20(TDD)%20is%20a%20technique%20used%20to%20split%20a%20problem%20into%20a%20set%20of%20smaller%20problems%2C...","https%3A%2F%2Fdev.to%2Fsocial_previews%2Farticle%2F91966.png","Functional%20design%3A%20TDD%20in%20TypeScript%20(aka%20abusing%20%60declare%60)","en","https%3A%2F%2Fres.cloudinary.com%2Fpracticaldev%2Fimage%2Ffetch%2Fs--t7tVouP9--%2Fc_limit%2Cf_png%2Cfl_progressive%2Cq_80%2Cw_192%2Fhttps%3A%2F%2Fpracticaldev-herokuapp-com.freetls.fastly.net%2Fassets%2Fdevlogo-pwa-512.png",,"https%3A%2F%2Fdev.to%2Fgcanti%2Ffunctional-design-tdd-in-typescript-aka-abusing-declare-59il"
"1591043775000","Giulio%20Canti","2019-10-10T06%3A23%3A51.000Z","A%20good%20first%20step%20while%20building%20a%20new%20application%20is%20to%20define%20its%20domain%20model.%20TypeScript%20offers%20m...","https%3A%2F%2Fres.cloudinary.com%2Fpracticaldev%2Fimage%2Ffetch%2Fs--Pl8lXJTn--%2Fc_imagga_scale%2Cf_auto%2Cfl_progressive%2Ch_500%2Cq_auto%2Cw_1000%2Fhttps%3A%2F%2Fcl.ly%2Fba249bb90285%2FImage%25202019-03-18%2520at%25203.15.24%2520PM.png","Functional%20design%3A%20Algebraic%20Data%20Types","en","https%3A%2F%2Fres.cloudinary.com%2Fpracticaldev%2Fimage%2Ffetch%2Fs--t7tVouP9--%2Fc_limit%2Cf_png%2Cfl_progressive%2Cq_80%2Cw_192%2Fhttps%3A%2F%2Fpracticaldev-herokuapp-com.freetls.fastly.net%2Fassets%2Fdevlogo-pwa-512.png",,"https%3A%2F%2Fdev.to%2Fgcanti%2Ffunctional-design-algebraic-data-types-36kf"
"1591043791000","Giulio%20Canti","2019-06-25T08%3A44%3A05.000Z","In%20this%20blog%20series%20I%20will%20often%20talk%20about%20%E2%80%9Ctype%20classes%E2%80%9D%20and%20%E2%80%9Cinstances%E2%80%9D%2C%20let%E2%80%99s%20see%20what%20they%20are%20a...","https%3A%2F%2Fdev.to%2Fsocial_previews%2Farticle%2F90206.png","Getting%20started%20with%20fp-ts%3A%20Eq","en","https%3A%2F%2Fres.cloudinary.com%2Fpracticaldev%2Fimage%2Ffetch%2Fs--t7tVouP9--%2Fc_limit%2Cf_png%2Cfl_progressive%2Cq_80%2Cw_192%2Fhttps%3A%2F%2Fpracticaldev-herokuapp-com.freetls.fastly.net%2Fassets%2Fdevlogo-pwa-512.png",,"https%3A%2F%2Fdev.to%2Fgcanti%2Fgetting-started-with-fp-ts-setoid-39f3"
"1591043825000","Giulio%20Canti","2019-12-01T08%3A17%3A47.000Z","In%20the%20previous%20blog%20post%20about%20Eq%20we%20were%20dealing%20with%20the%20concept%20of%20equality.%20In%20this%20blog%20post%20we...","https%3A%2F%2Fres.cloudinary.com%2Fpracticaldev%2Fimage%2Ffetch%2Fs--8-_8xrRo--%2Fc_imagga_scale%2Cf_auto%2Cfl_progressive%2Ch_500%2Cq_auto%2Cw_1000%2Fhttps%3A%2F%2Fcl.ly%2F68a2f6c42193%2Fdownload%2FImage%25202019-03-13%2520at%25204.38.20%2520PM.png","Getting%20started%20with%20fp-ts%3A%20Ord","en","https%3A%2F%2Fres.cloudinary.com%2Fpracticaldev%2Fimage%2Ffetch%2Fs--t7tVouP9--%2Fc_limit%2Cf_png%2Cfl_progressive%2Cq_80%2Cw_192%2Fhttps%3A%2F%2Fpracticaldev-herokuapp-com.freetls.fastly.net%2Fassets%2Fdevlogo-pwa-512.png",,"https%3A%2F%2Fdev.to%2Fgcanti%2Fgetting-started-with-fp-ts-ord-5f1e"
"1591043840000","Giulio%20Canti","2019-07-02T13%3A33%3A56.000Z","Since%20semigroups%20are%20such%20a%20fundamental%20abstraction%20of%20functional%20programming%2C%20this%20blog%20post%20will%20be...","https%3A%2F%2Fdev.to%2Fsocial_previews%2Farticle%2F91309.png","Getting%20started%20with%20fp-ts%3A%20Semigroup","en","https%3A%2F%2Fres.cloudinary.com%2Fpracticaldev%2Fimage%2Ffetch%2Fs--t7tVouP9--%2Fc_limit%2Cf_png%2Cfl_progressive%2Cq_80%2Cw_192%2Fhttps%3A%2F%2Fpracticaldev-herokuapp-com.freetls.fastly.net%2Fassets%2Fdevlogo-pwa-512.png",,"https%3A%2F%2Fdev.to%2Fgcanti%2Fgetting-started-with-fp-ts-semigroup-2mf7"
"1591043852000","Giulio%20Canti","2019-04-09T07%3A32%3A41.000Z","In%20the%20last%20post%20we%20saw%20that%20a%20Semigroup%20captures%20the%20concept%20of%20%E2%80%9Cmerging%E2%80%9D%20values%20(via%20concat).%20A%20Mon...","https%3A%2F%2Fdev.to%2Fsocial_previews%2Farticle%2F91512.png","Getting%20started%20with%20fp-ts%3A%20Monoid","en","https%3A%2F%2Fres.cloudinary.com%2Fpracticaldev%2Fimage%2Ffetch%2Fs--t7tVouP9--%2Fc_limit%2Cf_png%2Cfl_progressive%2Cq_80%2Cw_192%2Fhttps%3A%2F%2Fpracticaldev-herokuapp-com.freetls.fastly.net%2Fassets%2Fdevlogo-pwa-512.png",,"https%3A%2F%2Fdev.to%2Fgcanti%2Fgetting-started-with-fp-ts-monoid-ja0"
